Title,Link,Author Keywords,Index Keywords
"Hybrid regression model for near real-time urban water demand forecasting","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959420057&doi=10.1016%2fj.cam.2016.02.009&partnerID=40&md5=4769dcf9c0fc3c9192c25b746bfd79ea","Demand forecasting; Fourier series; Near real-time algorithms; Support vector regression; Water supply","Artificial intelligence; Decision making; Fourier series; Learning systems; Regression analysis; Time series; Water distribution systems; Water management; Water supply; Demand forecasting; Management decision-making; Near-real time; Predictive models; Support vector regression (SVR); Time-series data; Water demand forecasting; Water distributions; Forecasting"
"Perfluoroalkyl substances (PFASs) in wastewater treatment plants and drinking water treatment plants: Removal efficiency and exposure risk","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992047059&doi=10.1016%2fj.watres.2016.10.045&partnerID=40&md5=e436a658647400504e6f0cf52566d106","Drinking water; Health risks; Mass load; Perfluoroalkyl substances; Wastewater","Activated carbon; Activated carbon treatment; Activated sludge process; Chains; Dewatering; Efficiency; Health risks; Industrial chemicals; Industrial plants; Potable water; Sewage pumping plants; Suspensions (fluids); Wastewater; Wastewater treatment; Water; Water treatment; Water treatment plants; Conventional activated sludge treatments; Granular activated carbons; Mass load; Membrane bio reactor (MBR); Perfluoroalkyl substances; Perfluorocarboxylic acid; Perfluorooctane sulfonic acids; Wastewater treatment plants; Effluents; activated carbon; alkyl group; carbon; carboxylic acid derivative; drinking water; tap water; fluorocarbon; sewage; waste water; water pollutant; activated carbon; activated sludge; bioreactor; chemical compound; chemical pollutant; drinking water; health risk; pollutant removal; wastewater treatment; wastewater treatment plant; water treatment plant; activated sludge; adsorption; Article; biodegradation; chlorination; disinfection; effluent; health hazard; membrane reactor; ozonation; priority journal; risk assessment; waste component removal; waste water; waste water treatment plant; water cycle; water supply; water treatment; chemistry; sewage; water management; water pollutant; Fluorocarbons; Sewage; Waste Water; Water Pollutants, Chemical; Water Purification"
"Water footprint assessment in wastewater treatment plants","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959557083&doi=10.1016%2fj.jclepro.2015.05.102&partnerID=40&md5=f00c7d4b32c4786707b620cf81a508e2","Grey water footprint; Wastewater; Wastewater treatment plants; Water footprint assessment","Environmental impact; Life cycle; Phosphorus; Reclamation; Sewage pumping plants; Wastewater; Wastewater treatment; Water resources; Water treatment plants; Assessment methodologies; Chemical phosphorus removal; Chemical production; Grey waters; Life Cycle Assessment (LCA); Secondary treatment; Wastewater treatment plants; Water footprint; Water treatment"
"Occurrence and fate of psychiatric pharmaceuticals in the urban water system of Shanghai, China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940923044&doi=10.1016%2fj.chemosphere.2015.07.002&partnerID=40&md5=a95ffd7c2fd8f43dec6d4782180eff77","Drinking water; Psychiatric pharmaceuticals; Surface water; Waste water","Amides; Effluents; Metabolites; Potable water; Wastewater; Wastewater treatment; Water pollution; Active substance; Aquatic system; Benzodiazepines; Shanghai , China; Target analytes; Trace pollutant; Urban water systems; Wastewater treatment plants; Surface waters; alprazolam; amitriptyline; anticonvulsive agent; antidepressant agent; benzodiazepine derivative; carbamazepine; diazepam; doxepin; drinking water; fluoxetine; lorazepam; nordazepam; oxazepam; psychotropic agent; surface water; temazepam; psychotropic agent; waste water; water; water pollutant; concentration (composition); drinking water; drug; efficiency measurement; environmental fate; metabolite; organic pollutant; pollutant removal; pollutant source; pollution monitoring; surface water; urban area; waste facility; wastewater; water pollution; Article; atmospheric deposition; China; desorption; effluent; environmental impact; hydrolysis; liquid chromatography; particulate matter; rural area; tandem mass spectrometry; urban water system; waste water treatment plant; water contamination; water supply; analysis; chemistry; city; environmental monitoring; waste water; water management; water pollutant; China; Huangpu; Shanghai; China; Cities; Environmental Monitoring; Psychotropic Drugs; Waste Water; Water; Water Pollutants, Chemical; Water Purification"
"Comparative LCA of decentralized wastewater treatment alternatives for non-potable urban reuse","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981516980&doi=10.1016%2fj.jenvman.2016.07.080&partnerID=40&md5=834a51ee62621b2f4f327eb1eec458e4","Decentralization; Greywater; Life cycle assessment; Resource management; Urban water cycle; Wastewater reuse","drinking water; sea water; water; waste water; decentralization; desalination; drinking water; effluent; energy use; environmental impact; life cycle analysis; recycling; urban area; wastewater; water management; water supply; water treatment; acidification; Article; building; centralization; climate change; comparative study; consumer; controlled study; decentralization; desalination; ecotoxicity; electricity; environmental impact; eutrophication; fossil; human; life cycle assessment; photochemical smog; urban area; waste water management; waste water recycling; water supply; city; environment; Israel; procedures; recycling; sewage; theoretical model; waste water; Israel; Cities; Environment; Humans; Israel; Models, Theoretical; Recycling; Waste Disposal, Fluid; Waste Water"
"Assessment of the Sustainability of Water Resources Management: A Critical Review of the City Blueprint Approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940962504&doi=10.1007%2fs11269-015-1139-z&partnerID=40&md5=fb1f0045c34725047df909156a618aba","Blue City Index®; Climate change; EIP Water; Sustainability indicators; Urban water management","Climate change; Depreciation; Secondary recovery; Sustainable development; Waste treatment; Wastewater treatment; Water management; Water pollution; Aggregation methods; Indicator frameworks; Integrated Water Resources Management; Performance-oriented; Sustainability indicators; Tertiary wastewater treatment; Urban water management; Water resources management; Water resources; climate change; critical analysis; environmental assessment; integrated approach; sustainability; urban area; water management"
"Emerging investigators series: The source and fate of pandemic viruses in the urban water cycle","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985032129&doi=10.1039%2fc5ew00125k&partnerID=40&md5=4db513f37886b04fddc33bc550ea6880",,
"Modelling for economic cost and environmental analysis of rainwater harvesting systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925356211&doi=10.1016%2fj.jclepro.2014.10.021&partnerID=40&md5=d1d4cbe1916c835088362948f2167e06","Greywater; Housing; LCA; Rainwater harvesting; System dynamics","Apartment houses; Computer simulation; Computer software; Costs; Economic analysis; Environmental impact; Harvesting; Housing; Life cycle; Rain; Sustainable development; Tanks (containers); Urban growth; Water supply; Environmental analysis; Greywater; LCA; Life Cycle Assessment (LCA); Rain water harvesting; Rainwater harvesting system; System Dynamics; Urban infrastructure; Cost benefit analysis"
"Factors associated with the isolation of Nontuberculous mycobacteria (NTM) from a large municipal water system in Brisbane, Australia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876732655&doi=10.1186%2f1471-2180-13-89&partnerID=40&md5=b1d65e4d0152c9175a9f95175b9599d8",,"asbestos; cement; article; atypical Mycobacterium; Australia; bacterial overgrowth; bacterium contamination; bacterium isolation; chlorination; human; Mycobacterium; Mycobacterium abscessus; Mycobacterium avium; Mycobacterium chelonei; mycobacterium flavescens; Mycobacterium fortuitum; Mycobacterium gordonae; Mycobacterium interjectum; Mycobacterium intracellulare; Mycobacterium kansasii; Mycobacterium lentiflavum; Mycobacterium mucogenicum; Mycobacterium simiae; Mycobacterium szulgai; Mycobacterium terrae; nonhuman; summer; tube; waste management; water supply; winter; Australia; Biodiversity; Disinfection; Drinking Water; Humans; Nontuberculous Mycobacteria; Seasons; Corynebacterineae"
"Fish endocrine disruption responses to a major wastewater treatment facility upgrade","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857727023&doi=10.1021%2fes202880e&partnerID=40&md5=6586588f2f7b8a8510220b8d80c14d5c",,"4-Nonylphenol; Aquatic organisms; Contact process; Continuous-flow; Controlled conditions; End points; Endocrine disrupting chemicals; Endocrine disrupting compound; Endocrine disruption; Endocrine systems; Ethylene diamine tetra-acetic acid; Fathead minnow; Natural streams; Pimephales promelas; Removal efficiencies; Steroidal hormones; Treatment units; Trickling filter; Wastewater treatment facilities; Activated sludge process; Bismuth; Bismuth compounds; Boron; Gadolinium; Gadolinium compounds; Phenols; Rivers; Sewage; Effluents; 4 nonylphenol; 4 nonylphenolethoxycarboxylic acidn derivative; 4 nonylphenolethoxylate derivative; 4 tert octylphenol; ammonia; androstenedione; bismuth; boron; coprosterol; edetic acid; endocrine disruptor; estradiol; estrone; gadolinium; nitrate; nitrilotriacetic acid; nonylphenol; phosphate; testosterone; unclassified drug; activated sludge; effluent; endocrine disruptor; filter; fish; hormone; hydrology; phenol; pollutant removal; pollution effect; pollution exposure; sewage treatment; stream; wastewater; activated sludge; animal experiment; article; controlled study; effluent toxicity; filter; fish; male; nonhuman; nutrient; Pimephales promelas; reproductive toxicity; solid; stream (river); United States; waste component removal; waste water treatment plant; Animals; Colorado; Cyprinidae; Edetic Acid; Endocrine Disruptors; Fishes; Gonadal Steroid Hormones; Male; Metals, Rare Earth; Phenols; Surface-Active Agents; Vitellogenins; Waste Disposal, Fluid; Water Pollutants, Chemical; Colorado; United States; Pimephales promelas"
"Adapting urban water systems to a changing climate: Lessons from the millennium drought in southeast Australia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885161356&doi=10.1021%2fes400618z&partnerID=40&md5=031ca8bf9ba381108a651f7e1801cd76",,"runoff; storm water; adaptive management; climate change; drought; urban area; water management; water resource; water supply; article; Australia; catchment; climate change; drought; evaporation; recycling; urban area; waste water management; waste water recycling; water conservation; water management; water supply; Australia; Cities; Climate Change; Droughts; Rain; Recycling; Southwestern United States; Victoria; Water Supply"
"Urban growth and water access in sub-Saharan Africa: Progress, challenges, and emerging research directions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021885839&doi=10.1016%2fj.scitotenv.2017.06.157&partnerID=40&md5=48ed02d1f3ecd32e60240f64fd6f0fa6","Governance; Population; Sub-Saharan Africa; Urban dynamics; Water access; Water scarcity","Climate change; Population dynamics; Population statistics; Potable water; Water conservation; Water management; Water pollution; Water supply; Governance; Population; Sub-saharan africa; Urban dynamics; Water scarcity; Urban growth; drinking water; water; accessibility; developing world; drinking water; governance approach; research work; resource scarcity; urban growth; water management; water supply; Africa south of the Sahara; climate change; developed country; economic aspect; fluid intake; lifestyle; political participation; population growth; priority journal; public-private partnership; Review; urban area; urban growth; urban population; urban rural difference; urbanization; water access; water management; water stress; water supply; city; developing country; human; supply and distribution; urbanization; Sub-Saharan Africa; Africa South of the Sahara; Cities; Climate Change; Developing Countries; Humans; Urban Population; Urbanization; Water; Water Resources"
